laureate_id,full_name,given_name,family_name,gender,birth_date,birth_country,birth_city,prize_date,category,prizeAmount,motivation
449,"Phillip A. Sharp","Phillip A.","Sharp",male,1944-06-06,"USA","Falmouth, KY",1993-10-11,"Physiology or Medicine",6700000,"for their discoveries of split genes"
1026,"Pierre Agostini","Pierre","Agostini",male,1941-07-23,"French protectorate of Tunisia","Tunis",2023-10-03,"Physics",11000000,"for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter"
5,"Pierre Curie","Pierre","Curie",male,1859-05-15,"France","Paris",1903-11-12,"Physics",141358,"in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel"
141,"Pierre-Gilles de Gennes","Pierre-Gilles","de Gennes",male,1932-10-24,"France","Paris",1991-10-16,"Physics",6000000,"for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers"
3,"Pieter Zeeman","Pieter","Zeeman",male,1865-05-25,"the Netherlands","Zonnemaire",1902-11-11,"Physics",141847,"in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena"
64,"Polykarp Kusch","Polykarp","Kusch",male,1911-01-26,"Germany","Blankenburg",1955-11-02,"Physics",190214,"for his precision determination of the magnetic moment of the electron"
561,"nan","nan","nan",nan,nan,"nan","nan",1995-10-13,"Peace",7200000,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms"
110,"Pyotr Kapitsa","Pyotr","Kapitsa",male,1894-07-09,"Russian Empire","Kronshtadt",1978-10-17,"Physics",725000,"for his basic inventions and discoveries in the area of low-temperature physics"
583,"Rabindranath Tagore","Rabindranath","Tagore",male,1861-05-07,"India","Calcutta",1913-11-13,"Literature",143010,"because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West"
677,"Ragnar Frisch","Ragnar","Frisch",male,1895-03-03,"Norway","Oslo",1969-10-27,"Economic Sciences",375000,"for having developed and applied dynamic models for the analysis of economic processes"
385,"Ragnar Granit","Ragnar","Granit",male,1900-10-30,"Russian Empire","Helsinki",1967-10-18,"Physiology or Medicine",320000,"for their discoveries concerning the primary physiological and chemical visual processes in the eye"
941,"Rainer Weiss","Rainer","Weiss",male,1932-09-29,"Germany","Berlin",2017-10-03,"Physics",9000000,"for decisive contributions to the LIGO detector and the observation of gravitational waves"
511,"Ralph Bunche","Ralph","Bunche",male,1904-08-07,"USA","Detroit, MI",1950-09-22,"Peace",164304,"for his work as mediator in Palestine in 1948-1949"
863,"Ralph M. Steinman","Ralph M.","Steinman",male,1943-01-14,"Canada","Montreal",2011-10-03,"Physiology or Medicine",10000000,"for his discovery of the dendritic cell and its role in adaptive immunity"
466,"Randal Cremer","Randal","Cremer",male,1828-03-18,"United Kingdom","Fareham",1903-12-10,"Peace",141358,"for his longstanding and devoted effort in favour of the ideas of peace and arbitration"
885,"Randy W. Schekman","Randy W.","Schekman",male,1948-12-30,"USA","St. Paul, MN",2013-10-07,"Physiology or Medicine",8000000,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells"
753,"Raymond Davis Jr.","Raymond","Davis Jr.",male,1914-10-14,"USA","Washington, D.C.",2002-10-08,"Physics",10000000,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos"
989,"Reinhard Genzel","Reinhard","Genzel",male,1952-03-24,"Germany","Bad Homburg vor der Höhe",2020-10-06,"Physics",10000000,"for the discovery of a supermassive compact object at the centre of our galaxy"
713,"Reinhard Selten","Reinhard","Selten",male,1930-10-05,"Germany","Breslau",1994-10-11,"Economic Sciences",7000000,"for their pioneering analysis of equilibria in the theory of non-cooperative games"
407,"Renato Dulbecco","Renato","Dulbecco",male,1914-02-22,"Italy","Catanzaro",1975-10-16,"Physiology or Medicine",630000,"for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell"
526,"René Cassin","René","Cassin",male,1887-10-05,"France","Bayonne",1968-10-09,"Peace",350000,"for his struggle to ensure the rights of man as stipulated in the UN Declaration"
755,"Riccardo Giacconi","Riccardo","Giacconi",male,1931-10-06,"Italy","Genoa",2002-10-08,"Physics",10000000,"for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources"
774,"Richard Axel","Richard","Axel",male,1946-07-02,"USA","New York, NY",2004-10-04,"Physiology or Medicine",10000000,"for their discoveries of odorant receptors and the organization of the olfactory system"
286,"Richard E. Smalley","Richard E.","Smalley",male,1943-06-06,"USA","Akron, OH",1996-10-09,"Chemistry",7400000,"for their discovery of fullerenes"
140,"Richard E. Taylor","Richard E.","Taylor",male,1929-11-02,"Canada","Medicine Hat, Alberta",1990-10-17,"Physics",4000000,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics"
851,"Richard F. Heck","Richard F.","Heck",male,1931-08-15,"USA","Springfield, MA",2010-10-06,"Chemistry",10000000,"for palladium-catalyzed cross couplings in organic synthesis"
949,"Richard H. Thaler","Richard H.","Thaler",male,1945-09-12,"USA","East Orange, NJ",2017-10-09,"Economic Sciences",9000000,"for his contributions to behavioural economics"
946,"Richard Henderson","Richard","Henderson",male,1945-07-19,"Scotland","Edinburgh",2017-10-04,"Chemistry",9000000,"for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution"
448,"Richard J. Roberts","Richard J.","Roberts",male,1943-09-06,"United Kingdom","Derby",1993-10-11,"Physiology or Medicine",6700000,"for their discoveries of split genes"
198,"Richard Kuhn","Richard","Kuhn",male,1900-12-03,"Austria-Hungary","Vienna",1939-11-09,"Chemistry",155077,"for his work on carotenoids and vitamins"
215,"Richard L.M. Synge","Richard L.M.","Synge",male,1914-10-28,"United Kingdom","Liverpool",1952-11-06,"Chemistry",171135,"for their invention of partition chromatography"
86,"Richard P. Feynman","Richard P.","Feynman",male,1918-05-11,"USA","New York, NY",1965-10-21,"Physics",282000,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles"
276,"Richard R. Ernst","Richard R.","Ernst",male,1933-08-14,"Switzerland","Winterthur",1991-10-16,"Chemistry",6000000,"for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy"
796,"Richard R. Schrock","Richard R.","Schrock",male,1945-01-04,"USA","Berne, IN",2005-10-05,"Chemistry",10000000,"for the development of the metathesis method in organic synthesis"
1054,"Richard Robson","Richard","Robson",male,1937-06-04,"United Kingdom","Glusburn",2025-10-08,"Chemistry",11000000,"for the development of metal–organic frameworks"
698,"Richard Stone","Richard","Stone",male,1913-08-30,"United Kingdom","London",1984-10-18,"Economic Sciences",1650000,"for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis"
176,"Richard Willstätter","Richard","Willstätter",male,1872-08-13,"Germany","Karlsruhe",1915-11-11,"Chemistry",149223,"for his researches on plant pigments, especially chlorophyll"
182,"Richard Zsigmondy","Richard","Zsigmondy",male,1865-04-01,"Austrian Empire","Vienna",1926-11-11,"Chemistry",118165,"for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry"
554,"Rigoberta Menchú Tum","Rigoberta","Menchú Tum",female,1959-01-09,"Guatemala","Aldea Chimel",1992-10-16,"Peace",6500000,"for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples"
435,"Rita Levi-Montalcini","Rita","Levi-Montalcini",female,1909-04-22,"Italy","Turin",1986-10-13,"Physiology or Medicine",2000000,"for their discoveries of growth factors"
258,"Roald Hoffmann","Roald","Hoffmann",male,1937-07-18,"Poland","Zloczov",1981-10-19,"Chemistry",1000000,"for their theories, developed independently, concerning the course of chemical reactions"
28,"Robert A. Millikan","Robert A.","Millikan",male,1868-03-22,"USA","Morrison, IL",1923-11-13,"Physics",114935,"for his work on the elementary charge of electricity and on the photoelectric effect"
155,"Robert B. Laughlin","Robert B.","Laughlin",male,1950-11-01,"USA","Visalia, CA",1998-10-13,"Physics",7600000,"for their discovery of a new form of quantum fluid with fractionally charged excitations"
996,"Robert B. Wilson","Robert","Wilson",male,1937-05-16,"USA","Geneva, NE",2020-10-12,"Economic Sciences",10000000,"for improvements to auction theory and inventions of new auction formats"
231,"Robert B. Woodward","Robert B.","Woodward",male,1917-04-10,"USA","Boston, MA",1965-10-21,"Chemistry",282000,"for his outstanding achievements in the art of organic synthesis"
308,"Robert Bárány","Robert","Bárány",male,1876-04-22,"Austria","Vienna",1915-10-29,"Physiology or Medicine",146900,"for his work on the physiology and pathology of the vestibular apparatus"
717,"Robert C. Merton","Robert C.","Merton",male,1944-07-31,"USA","New York, NY",1997-10-14,"Economic Sciences",7500000,"for a new method to determine the value of derivatives"
151,"Robert C. Richardson","Robert C.","Richardson",male,1937-06-26,"USA","Washington, D.C.",1996-10-09,"Physics",7400000,"for their discovery of superfluidity in helium-3"
502,"Robert Cecil, Viscount Cecil of Chelwood","Robert","Cecil",male,1864-09-14,"United Kingdom","London",1937-11-18,"Peace",158463,"for his tireless effort in support of the League of Nations, disarmament and peace"
714,"Robert E. Lucas Jr.","Robert E.","Lucas Jr.",male,1937-09-15,"USA","Yakima, WA",1995-10-10,"Economic Sciences",7200000,"for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy"
284,"Robert F. Curl Jr.","Robert F.","Curl Jr.",male,1933-08-23,"USA","Alice, TX",1996-10-09,"Chemistry",7400000,"for their discovery of fullerenes"
771,"Robert F. Engle III","Robert F.","Engle III",male,1942-11-10,"USA","Syracuse, NY",2003-10-08,"Economic Sciences",10000000,"for methods of analyzing economic time series with time-varying volatility (ARCH)"
458,"Robert F. Furchgott","Robert F.","Furchgott",male,1916-06-04,"USA","Charleston, SC",1998-10-12,"Physiology or Medicine",7600000,"for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system"
848,"Robert G. Edwards","Robert G.","Edwards",male,1925-09-27,"United Kingdom","Batley",2010-10-04,"Physiology or Medicine",10000000,"for the development of in vitro fertilization"
795,"Robert H. Grubbs","Robert H.","Grubbs",male,1942-02-27,"USA","Possum Trot, KY",2005-10-05,"Chemistry",10000000,"for the development of the metathesis method in organic synthesis"
75,"Robert Hofstadter","Robert","Hofstadter",male,1915-02-05,"USA","New York, NY",1961-11-02,"Physics",250233,"for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons"
271,"Robert Huber","Robert","Huber",male,1937-02-20,"Germany","Munich",1988-10-19,"Chemistry",2500000,"for the determination of the three-dimensional structure of a photosynthetic reaction centre"
799,"Robert J. Aumann","Robert J.","Aumann",male,1930-06-08,"Germany","Frankfurt-on-the-Main",2005-10-10,"Economic Sciences",10000000,"for having enhanced our understanding of conflict and cooperation through game-theory analysis"
878,"Robert J. Lefkowitz","Robert J.","Lefkowitz",male,1943-04-15,"USA","New York, NY",2012-10-10,"Chemistry",8000000,"for studies of G-protein-coupled receptors"
896,"Robert J. Shiller","Robert J.","Shiller",male,1946-03-29,"USA","Detroit, MI",2013-10-14,"Economic Sciences",8000000,"for their empirical analysis of asset prices"
297,"Robert Koch","Robert","Koch",male,1843-12-11,"Germany","Clausthal",1905-10-12,"Physiology or Medicine",138089,"for his investigations and discoveries in relation to tuberculosis"
701,"Robert M. Solow","Robert M.","Solow",male,1924-08-23,"USA","Brooklyn, NY",1987-10-21,"Economic Sciences",2175000,"for his contributions to the theory of economic growth"
720,"Robert Mundell","Robert","Mundell",male,1932-10-24,"Canada","Kingston, ON",1999-10-13,"Economic Sciences",7900000,"for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas"
232,"Robert S. Mulliken","Robert S.","Mulliken",male,1896-06-07,"USA","Newburyport, MA",1966-11-03,"Chemistry",300000,"for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method"
96,"Robert Schrieffer","Robert","Schrieffer",male,1931-05-31,"USA","Oak Park, IL",1972-10-20,"Physics",480000,"for their jointly developed theory of superconductivity, usually called the BCS-theory"
709,"Robert W. Fogel","Robert W.","Fogel",male,1927-07-01,"USA","New York, NY",1993-10-12,"Economic Sciences",6700000,"for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change"
388,"Robert W. Holley","Robert W.","Holley",male,1922-01-28,"USA","Urbana, IL",1968-10-16,"Physiology or Medicine",350000,"for their interpretation of the genetic code and its function in protein synthesis"
112,"Robert Woodrow Wilson","Robert Woodrow","Wilson",male,1936-01-10,"USA","Houston, TX",1978-10-17,"Physics",725000,"for their discovery of cosmic microwave background radiation"
770,"Roderick MacKinnon","Roderick","MacKinnon",male,1956-02-19,"USA","Burlington, MA",2003-10-08,"Chemistry",10000000,"for structural and mechanistic studies of ion channels"
399,"Rodney R. Porter","Rodney R.","Porter",male,1917-10-08,"United Kingdom","Newton-le-Willows",1972-10-12,"Physiology or Medicine",480000,"for their discoveries concerning the chemical structure of antibodies"
822,"Roger B. Myerson","Roger B.","Myerson",male,1951-03-29,"USA","Boston, MA",2007-10-15,"Economic Sciences",10000000,"for having laid the foundations of mechanism design theory"
806,"Roger D. Kornberg","Roger D.","Kornberg",male,1947-04-24,"USA","St. Louis, MO",2006-10-04,"Chemistry",10000000,"for his studies of the molecular basis of eukaryotic transcription"
411,"Roger Guillemin","Roger","Guillemin",male,1924-01-11,"France","Dijon",1977-10-13,"Physiology or Medicine",700000,"for their discoveries concerning the peptide hormone production of the brain"
609,"Roger Martin du Gard","Roger","Martin du Gard",male,1881-03-23,"France","Neuilly-sur-Seine",1937-11-11,"Literature",158463,"for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>"
988,"Roger Penrose","Roger","Penrose",male,1931-08-08,"United Kingdom","Colchester",2020-10-06,"Physics",10000000,"for the discovery that black hole formation is a robust prediction of the general theory of relativity"
422,"Roger W. Sperry","Roger W.","Sperry",male,1913-08-20,"USA","Hartford, CT",1981-10-09,"Physiology or Medicine",1000000,"for his discoveries concerning the functional specialization of the cerebral hemispheres"
831,"Roger Y. Tsien","Roger Y.","Tsien",male,1952-02-01,"USA","New York, NY",2008-10-08,"Chemistry",10000000,"for the discovery and development of the green fluorescent protein, GFP"
456,"Rolf M. Zinkernagel","Rolf M.","Zinkernagel",male,1944-01-06,"Switzerland","Basel",1996-10-07,"Physiology or Medicine",7400000,"for their discoveries concerning the specificity of the cell mediated immune defence"
584,"Romain Rolland","Romain","Rolland",male,1866-01-29,"France","Clamecy",1916-11-09,"Literature",149223,"as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings"
234,"Ronald G.W. Norrish","Ronald G.W.","Norrish",male,1897-11-09,"United Kingdom","Cambridge",1967-10-30,"Chemistry",320000,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy"
707,"Ronald H. Coase","Ronald H.","Coase",male,1910-12-29,"United Kingdom","Willesden",1991-10-15,"Economic Sciences",6000000,"for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy"
294,"Ronald Ross","Ronald","Ross",male,1857-05-13,"India","Almora",1902-10-30,"Physiology or Medicine",141847,"for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it"
413,"Rosalyn Yalow","Rosalyn","Yalow",female,1921-07-19,"USA","New York, NY",1977-10-13,"Physiology or Medicine",700000,"for the development of radioimmunoassays of peptide hormones"
791,"Roy J. Glauber","Roy J.","Glauber",male,1925-09-01,"USA","New York, NY",2005-10-04,"Physics",10000000,"for his contribution to the quantum theory of optical coherence"
578,"Rudolf Eucken","Rudolf","Eucken",male,1846-01-05,"East Friesland","Aurich",1908-11-12,"Literature",139800,"in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life"
76,"Rudolf Mössbauer","Rudolf","Mössbauer",male,1929-01-31,"Germany","Munich",1961-11-02,"Physics",250233,"for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name"
277,"Rudolph A. Marcus","Rudolph A.","Marcus",male,1923-07-21,"Canada","Montreal",1992-10-14,"Chemistry",6500000,"for his contributions to the theory of electron transfer reactions in chemical systems"
577,"Rudyard Kipling","Rudyard","Kipling",male,1865-12-30,"British India","Bombay",1907-11-07,"Literature",138796,"in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author"
143,"Russell A. Hulse","Russell A.","Hulse",male,1950-11-28,"USA","New York, NY",1993-10-13,"Physics",6700000,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation"
742,"Ryoji Noyori","Ryoji","Noyori",male,1938-09-03,"Japan","Kobe",2001-10-10,"Chemistry",10000000,"for their work on chirally catalysed hydrogenation reactions"
631,"Saint-John Perse","Saint-John","Perse",male,1887-05-31,"Guadeloupe, France","Pointe-à-Pitre",1960-10-26,"Literature",225987,"for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time"
393,"Salvador E. Luria","Salvador E.","Luria",male,1912-08-13,"Italy","Turin",1969-10-16,"Physiology or Medicine",375000,"for their discoveries concerning the replication mechanism and the genetic structure of viruses"
630,"Salvatore Quasimodo","Salvatore","Quasimodo",male,1901-08-20,"Italy","Modica",1959-10-22,"Literature",220678,"for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times"
643,"Samuel Beckett","Samuel","Beckett",male,1906-04-13,"Ireland","Dublin",1969-10-23,"Literature",375000,"for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation"
106,"Samuel C.C. Ting","Samuel C.C.","Ting",male,1936-01-27,"USA","Ann Arbor, MI",1976-10-18,"Physics",681000,"for their pioneering work in the discovery of a heavy elementary particle of a new kind"
299,"Santiago Ramón y Cajal","Santiago","Ramón y Cajal",male,1852-05-01,"Spain","Petilla de Aragón",1906-10-25,"Physiology or Medicine",138536,"in recognition of their work on the structure of the nervous system"
917,"Satoshi Ōmura","Satoshi","Ōmura",male,1935-07-12,"Japan","Yamanashi Prefecture",2015-10-05,"Physiology or Medicine",8000000,"for their discoveries concerning a novel therapy against infections caused by roundworm parasites"
652,"Saul Bellow","Saul","Bellow",male,1915-06-10,"Canada","Lachine, Quebec",1976-10-21,"Literature",681000,"for the human understanding and subtle analysis of contemporary culture that are combined in his work"
864,"Saul Perlmutter","Saul","Perlmutter",male,1959-00-00,"USA","Champaign-Urbana, IL",2011-10-04,"Physics",10000000,"for the discovery of the accelerating expansion of the Universe through observations of distant supernovae"
672,"Seamus Heaney","Seamus","Heaney",male,1939-04-13,"Northern Ireland","Casteldàwson",1995-10-05,"Literature",7200000,"for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past"
532,"Seán MacBride","Seán","MacBride",male,1904-01-26,"France","Paris",1974-10-09,"Peace",550000,"for his efforts to secure and develop human rights throughout the world"
579,"Selma Lagerlöf","Selma","Lagerlöf",female,1858-11-20,"Sweden","Mårbacka",1909-11-11,"Literature",139800,"in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings"
353,"Selman A. Waksman","Selman A.","Waksman",male,1888-07-22,"Russian Empire","Priluka",1952-10-23,"Physiology or Medicine",171135,"for his discovery of streptomycin, the first antibiotic effective against tuberculosis"
876,"Serge Haroche","Serge","Haroche",male,1944-09-11,"Morocco","Casablanca",2012-10-09,"Physics",8000000,"for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems"
367,"Severo Ochoa","Severo","Ochoa",male,1905-09-24,"Spain","Luarca",1959-10-15,"Physiology or Medicine",220678,"for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid"
113,"Sheldon Glashow","Sheldon","Glashow",male,1932-12-05,"USA","New York, NY",1979-10-15,"Physics",800000,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current"
558,"Shimon Peres","Shimon","Peres",male,1923-08-16,"Poland","Vishneva",1994-10-14,"Peace",7000000,"for their efforts to create peace in the Middle East"
1049,"Shimon Sakaguchi","Shimon","Sakaguchi",male,1951-01-19,"Japan","Nagahama, Shiga",2025-10-06,"Physiology or Medicine",11000000,"for their discoveries concerning peripheral immune tolerance"
875,"Shinya Yamanaka","Shinya","Yamanaka",male,1962-09-04,"Japan","Osaka",2012-10-08,"Physiology or Medicine",8000000,"for the discovery that mature cells can be reprogrammed to become pluripotent"
773,"Shirin Ebadi","Shirin","Ebadi",female,1947-06-21,"Iran","Hamadan",2003-10-10,"Peace",10000000,"for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children"
639,"Shmuel Agnon","Shmuel","Agnon",male,1888-07-17,"Austria-Hungary","Buczacz",1966-10-20,"Literature",300000,"for his profoundly characteristic narrative art with motifs from the life of the Jewish people"
908,"Shuji Nakamura","Shuji","Nakamura",male,1954-05-22,"Japan","Ikata",2014-10-07,"Physics",8000000,"for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources"
273,"Sidney Altman","Sidney","Altman",male,1939-05-07,"Canada","Montreal",1989-10-12,"Chemistry",3000000,"for their discovery of catalytic properties of RNA"
601,"Sigrid Undset","Sigrid","Undset",female,1882-05-20,"Denmark","Kalundborg",1928-11-13,"Literature",156939,"principally for her powerful descriptions of Northern life during the Middle Ages"
1045,"Simon Johnson","Simon","Johnson",male,1963-00-00,"United Kingdom","Sheffield",2024-10-14,"Economic Sciences",11000000,"for studies of how institutions are formed and affect prosperity"
680,"Simon Kuznets","Simon","Kuznets",male,1901-04-30,"Russian Empire","Pinsk",1971-10-15,"Economic Sciences",450000,"for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development"
125,"Simon van der Meer","Simon","van der Meer",male,1925-11-24,"the Netherlands","the Hague",1984-10-17,"Physics",1650000,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction"
84,"Sin-Itiro Tomonaga","Sin-Itiro","Tomonaga",male,1906-03-31,"Japan","Kyoto",1965-10-21,"Physics",282000,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles"
603,"Sinclair Lewis","Sinclair","Lewis",male,1885-02-07,"USA","Sauk Centre, MN",1930-11-05,"Literature",172947,"for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters"
339,"Sir Alexander Fleming","Sir Alexander","Fleming",male,1881-08-06,"Scotland","Lochfield",1945-10-25,"Physiology or Medicine",121333,"for the discovery of penicillin and its curative effect in various infectious diseases"
693,"Sir Arthur Lewis","Sir Arthur","Lewis",male,1915-01-23,"British West Indies","Castries",1979-10-16,"Economic Sciences",800000,"for their pioneering research into economic development research with particular consideration of the problems of developing countries"
488,"Sir Austen Chamberlain","Sir Austen","Chamberlain",male,1863-10-16,"United Kingdom","Birmingham",1926-12-10,"Peace",118165,"for his crucial role in bringing about the Locarno Treaty"
394,"Sir Bernard Katz","Sir Bernard","Katz",male,1911-03-26,"Germany","Leipzig",1970-10-15,"Physiology or Medicine",400000,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation"
37,"Sir Chandrasekhara Venkata Raman","Sir Chandrasekhara Venkata","Raman",male,1888-11-07,"India","Tiruchirappalli",1930-11-13,"Physics",172947,"for his work on the scattering of light and for the discovery of the effect named after him"
323,"Sir Charles Sherrington","Sir Charles","Sherrington",male,1857-11-27,"United Kingdom","London",1932-10-27,"Physiology or Medicine",171753,"for their discoveries regarding the functions of neurons"
219,"Sir Cyril Hinshelwood","Sir Cyril","Hinshelwood",male,1897-05-19,"United Kingdom","London",1956-11-01,"Chemistry",200123,"for their researches into the mechanism of chemical reactions"
369,"Sir Frank Macfarlane Burnet","Sir Frank Macfarlane","Burnet",male,1899-09-03,"Australia","Traralgon",1960-10-20,"Physiology or Medicine",225987,"for discovery of acquired immunological tolerance"
320,"Sir Frederick Hopkins","Sir Frederick","Hopkins",male,1861-06-20,"United Kingdom","Eastbourne",1929-10-31,"Physiology or Medicine",172760,"for his discovery of the growth-stimulating vitamins"
965,"Sir Gregory P. Winter","Sir Gregory P.","Winter",male,1951-04-14,"United Kingdom","Leicester",2018-10-03,"Chemistry",9000000,"for the phage display of peptides and antibodies"
285,"Sir Harold Kroto","Sir Harold","Kroto",male,1939-10-07,"United Kingdom","Wisbech, Cambridgeshire ",1996-10-09,"Chemistry",7400000,"for their discovery of fullerenes"
330,"Sir Henry Dale","Sir Henry","Dale",male,1875-06-09,"United Kingdom","London",1936-10-29,"Physiology or Medicine",159850,"for their discoveries relating to chemical transmission of nerve impulses"
341,"Sir Howard Florey","Sir Howard","Florey",male,1898-09-24,"Australia","Adelaide",1945-10-25,"Physiology or Medicine",121333,"for the discovery of penicillin and its curative effect in various infectious diseases"
932,"Sir J. Fraser Stoddart","Sir J. Fraser","Stoddart",male,1942-05-24,"United Kingdom","Edinburgh",2016-10-05,"Chemistry",8000000,"for the design and synthesis of molecular machines"
437,"Sir James W. Black","Sir James W.","Black",male,1924-06-14,"Scotland","Uddingston",1988-10-17,"Physiology or Medicine",2500000,"for their discoveries of important principles for drug treatment"
874,"Sir John B. Gurdon","Sir John B.","Gurdon",male,1933-10-02,"United Kingdom","Dippenhall",2012-10-08,"Physiology or Medicine",8000000,"for the discovery that mature cells can be reprogrammed to become pluripotent"
375,"Sir John Eccles","Sir John","Eccles",male,1903-01-27,"Australia","Melbourne",1963-10-17,"Physiology or Medicine",265000,"for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane"
812,"Sir Martin J. Evans","Sir Martin J.","Evans",male,1941-01-01,"United Kingdom","Stroud",2007-10-08,"Physiology or Medicine",10000000,"for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells"
108,"Sir Nevill F. Mott","Sir Nevill F.","Mott",male,1905-09-30,"United Kingdom","Leeds",1977-10-11,"Physics",700000,"for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems"
498,"Sir Norman Angell","Sir Norman","Angell",male,1872-12-26,"United Kingdom","Holbeach",1934-12-10,"Peace",170332,"for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace"
737,"Sir Paul Nurse","Sir Paul","Nurse",male,1949-01-25,"United Kingdom","Norwich",2001-10-08,"Physiology or Medicine",10000000,"for their discoveries of key regulators of the cell cycle"
971,"Sir Peter J. Ratcliffe","Peter","Ratcliffe",male,1954-05-14,"United Kingdom","Lancashire",2019-10-07,"Physiology or Medicine",9000000,"for their discoveries of how cells sense and adapt to oxygen availability"
765,"Sir Peter Mansfield","Sir Peter","Mansfield",male,1933-10-09,"United Kingdom","London",2003-10-06,"Physiology or Medicine",10000000,"for their discoveries concerning magnetic resonance imaging"
207,"Sir Robert Robinson","Sir Robert","Robinson",male,1886-09-13,"United Kingdom","Rufford, near Chesterfield",1947-11-13,"Chemistry",146115,"for his investigations on plant products of biological importance, especially the alkaloids"
163,"Sir William Ramsay","Sir William","Ramsay",male,1852-10-02,"Scotland","Glasgow",1904-11-08,"Chemistry",140859,"in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system"
242,"Stanford Moore","Stanford","Moore",male,1913-09-04,"USA","Chicago, IL",1972-10-20,"Chemistry",480000,"for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule"
457,"Stanley B. Prusiner","Stanley B.","Prusiner",male,1942-05-28,"USA","Des Moines, IA",1997-10-06,"Physiology or Medicine",7500000,"for his discovery of Prions - a new biological principle of infection"
434,"Stanley Cohen","Stanley","Cohen",male,1922-11-17,"USA","Brooklyn, NY",1986-10-13,"Physiology or Medicine",2000000,"for their discoveries of growth factors"
